interactive,unused-javascript,total-byte-weight,resource_image_bytes,resource_font_bytes,unused-css-rules,unused-javascript_savings_bytes,resource_third-party_bytes,category,strategy
20527.950628034443,1650.0,3942453.0,299356.0,115129.0,150.0,830596.0,1662364.0,Retail & Ecommerce,mobile
40742.23099306662,0.0,16353346.0,1678237.0,238041.0,0.0,1676946.0,11975870.0,Retail & Ecommerce,mobile
39562.96860887135,4950.0,7375594.0,883091.0,132461.0,900.0,1671728.0,3857518.0,Retail & Ecommerce,mobile
38393.74656054446,1200.0,7242155.0,756719.0,132471.0,610.0,1673029.0,3847376.0,Retail & Ecommerce,mobile
41696.60938065976,450.0,7374146.0,848872.0,132471.0,300.0,1673753.0,3893004.0,Retail & Ecommerce,mobile
39595.03692918956,8280.0,7041460.0,503891.0,88689.0,900.0,1703858.0,3963638.0,Retail & Ecommerce,mobile
40144.03486515769,7730.0,7280229.0,497476.0,224873.0,750.0,1692317.0,4375553.0,Retail & Ecommerce,mobile
37268.133715634736,5110.0,6304233.0,85929.0,78480.0,750.0,1689820.0,3740831.0,Retail & Ecommerce,mobile
41587.26186955685,1800.0,7761688.0,883619.0,268212.0,750.0,1641534.0,4219598.0,Retail & Ecommerce,mobile
40373.68562231958,900.0,7809646.0,940355.0,268680.0,600.0,1654824.0,4224240.0,Retail & Ecommerce,mobile
39460.21504527531,8470.0,6910117.0,487647.0,88688.0,450.0,1719960.0,4033328.0,Retail & Ecommerce,mobile
38521.26056701531,600.0,6762187.0,2713195.0,684351.0,150.0,905178.0,4116820.0,Retail & Ecommerce,mobile
25649.08704910452,3200.0,3367263.0,41822.0,684351.0,150.0,664375.0,1255674.0,Retail & Ecommerce,mobile
29894.618174966126,3450.0,4615122.0,652992.0,684351.0,300.0,891345.0,1917574.0,Retail & Ecommerce,mobile
31602.343771446496,1800.0,5497515.0,1877695.0,684351.0,0.0,726026.0,3310787.0,Retail & Ecommerce,mobile
38306.490850925984,750.0,8641136.0,4416349.0,684351.0,150.0,882395.0,6445141.0,Retail & Ecommerce,mobile
38227.70821705359,750.0,6655125.0,2344477.0,684351.0,150.0,901977.0,3956964.0,Retail & Ecommerce,mobile
25815.546541980024,1350.0,4004638.0,471550.0,684351.0,0.0,725032.0,1814728.0,Retail & Ecommerce,mobile
31183.60347066208,2890.0,5917637.0,2344825.0,684351.0,150.0,746133.0,3541897.0,Retail & Ecommerce,mobile
15974.278484671408,540.0,2592725.0,924268.0,59669.0,1440.0,549428.0,1989510.0,Retail & Ecommerce,mobile
17197.071983126654,0.0,3155420.0,164248.0,130638.0,1350.0,868697.0,2579492.0,Retail & Ecommerce,mobile
17098.384182943664,460.0,3143159.0,157378.0,130620.0,1220.0,868704.0,2567678.0,Retail & Ecommerce,mobile
13685.685845993768,390.0,1797395.0,154401.0,59672.0,1150.0,555197.0,1221921.0,Retail & Ecommerce,mobile
770.0,0.0,11999.0,0.0,0.0,0.0,0.0,0.0,Retail & Ecommerce,mobile
7961.4259868929885,150.0,1168489.0,572637.0,0.0,0.0,222822.0,483160.0,Retail & Ecommerce,mobile
23294.51641068388,3510.0,81074734.0,11042286.0,66757.0,0.0,1068904.0,81044729.0,Retail & Ecommerce,mobile
31554.435803586435,5020.0,4918942.0,271077.0,1216481.0,0.0,2154365.0,1606509.0,Retail & Ecommerce,mobile
43475.11941814376,450.0,8407499.0,526088.0,1287447.0,0.0,2250839.0,4813562.0,Retail & Ecommerce,mobile
43175.85719530086,1050.0,8321516.0,306906.0,1287441.0,0.0,2282386.0,4976481.0,Retail & Ecommerce,mobile
44829.363896691866,1950.0,8748076.0,627032.0,1301872.0,0.0,2291867.0,4822913.0,Retail & Ecommerce,mobile
43921.02072872339,5520.0,8239147.0,346096.0,1301873.0,0.0,2120508.0,4551868.0,Retail & Ecommerce,mobile
38914.67297477168,2850.0,7968304.0,45892.0,1344745.0,0.0,2179876.0,4879211.0,Retail & Ecommerce,mobile
42331.084719296094,450.0,8519543.0,481993.0,1287440.0,0.0,2307247.0,5008217.0,Retail & Ecommerce,mobile
42885.51797395394,4480.0,8143641.0,275859.0,1287441.0,0.0,2142153.0,4669017.0,Retail & Ecommerce,mobile
21390.976536062703,300.0,15383903.0,432186.0,226129.0,0.0,427997.0,14059489.0,Retail & Ecommerce,mobile
24966.54929934188,300.0,3919490.0,1242368.0,266113.0,0.0,509658.0,2580466.0,Retail & Ecommerce,mobile
21788.340216093377,150.0,7689059.0,992855.0,226133.0,0.0,429128.0,6446095.0,Retail & Ecommerce,mobile
23473.51341088405,150.0,3969401.0,1394842.0,226125.0,0.0,428596.0,2553238.0,Retail & Ecommerce,mobile
24384.04962279948,150.0,33365036.0,30711809.0,266102.0,0.0,510356.0,32046904.0,Retail & Ecommerce,mobile
21401.04942964033,150.0,2818525.0,210806.0,226127.0,0.0,511388.0,1472171.0,Retail & Ecommerce,mobile
20385.079849841462,150.0,2742014.0,91288.0,226127.0,0.0,511271.0,1454890.0,Retail & Ecommerce,mobile
21180.079675716075,2850.0,2621896.0,215178.0,226141.0,0.0,428440.0,1370716.0,Retail & Ecommerce,mobile
21653.524271678325,300.0,2896916.0,313157.0,226127.0,0.0,509273.0,1609582.0,Retail & Ecommerce,mobile
24319.856453261786,0.0,3606626.0,925319.0,266111.0,0.0,511002.0,2277082.0,Retail & Ecommerce,mobile
10246.049342481358,0.0,2370060.0,1344628.0,686075.0,600.0,0.0,491369.0,Retail & Ecommerce,mobile
30946.739168065906,2280.0,6871943.0,2315254.0,759536.0,450.0,638029.0,3311728.0,Retail & Ecommerce,mobile
34061.32686084764,3600.0,7280934.0,2911090.0,759163.0,450.0,626048.0,3316959.0,Retail & Ecommerce,mobile
8965.5,0.0,3301706.0,2453684.0,547428.0,450.0,0.0,292038.0,Retail & Ecommerce,mobile
8615.0,0.0,3096684.0,2224112.0,548416.0,450.0,0.0,292258.0,Retail & Ecommerce,mobile
9234.552431400369,0.0,1653820.0,694300.0,773389.0,450.0,0.0,589666.0,Retail & Ecommerce,mobile
31569.692471993505,2410.0,6891138.0,2527581.0,759611.0,300.0,626899.0,4461407.0,Retail & Ecommerce,mobile
13340.01014651339,0.0,2709095.0,695228.0,773041.0,300.0,0.0,831418.0,Retail & Ecommerce,mobile
10291.0,0.0,1800793.0,754349.0,722624.0,600.0,0.0,713349.0,Retail & Ecommerce,mobile
11071.960517383188,0.0,1795799.0,684979.0,772732.0,600.0,0.0,857185.0,Retail & Ecommerce,mobile
56296.19194113427,1510.0,74625767.0,3937636.0,133347.0,300.0,1199127.0,70628888.0,Automotive,mobile
33288.66767292013,2400.0,6271117.0,1139226.0,183372.0,0.0,1244027.0,4356977.0,Retail & Ecommerce,mobile
38294.6899446067,750.0,6603384.0,761536.0,266520.0,0.0,1243632.0,3946957.0,Retail & Ecommerce,mobile
38328.71985364192,900.0,6721148.0,891549.0,266519.0,0.0,1257675.0,3920612.0,Retail & Ecommerce,mobile
33151.533446821326,620.0,5427549.0,268202.0,169886.0,0.0,1240019.0,3237757.0,Retail & Ecommerce,mobile
32873.17266049143,750.0,5983063.0,588495.0,266481.0,0.0,1115933.0,3616118.0,Retail & Ecommerce,mobile
29067.05055273384,150.0,5473100.0,315108.0,169882.0,0.0,1239362.0,3237422.0,Retail & Ecommerce,mobile
38494.91999906686,9510.0,6611302.0,442033.0,207061.0,310.0,1946281.0,4621807.0,Retail & Ecommerce,mobile
29732.487813565524,2100.0,5405818.0,249505.0,169861.0,0.0,1239308.0,3238445.0,Retail & Ecommerce,mobile
30415.0090918308,300.0,5194068.0,107832.0,169874.0,0.0,1242115.0,3210169.0,Retail & Ecommerce,mobile
29717.587879036782,5100.0,4444065.0,872700.0,238209.0,570.0,1322234.0,2314297.0,Retail & Ecommerce,mobile
13329.001148671752,150.0,2007933.0,61881.0,234020.0,0.0,540931.0,1514295.0,Food & Hospitality,mobile
87054.9245811432,2340.0,23463532.0,14423569.0,439959.0,0.0,3246827.0,8384191.0,Food & Hospitality,mobile
14132.0876273882,2250.0,2275435.0,482731.0,178762.0,0.0,601325.0,1342863.0,Food & Hospitality,mobile
12908.583681637636,0.0,2147731.0,766910.0,96499.0,150.0,604052.0,1501922.0,Food & Hospitality,mobile
52321.804017142,2380.0,12595297.0,7766469.0,84404.0,450.0,1246089.0,4560867.0,Food & Hospitality,mobile
47397.32466292675,900.0,5503202.0,1342608.0,84404.0,300.0,1188698.0,3839247.0,Food & Hospitality,mobile
82191.90829195414,2660.0,15869721.0,1376598.0,84404.0,290.0,3027718.0,14382036.0,Food & Hospitality,mobile
44563.40157378641,1260.0,15445700.0,1780265.0,84404.0,150.0,1692366.0,13452847.0,Food & Hospitality,mobile
12016.035942451696,2400.0,1725156.0,123853.0,517928.0,0.0,530672.0,944733.0,Food & Hospitality,mobile
13418.52342777593,2100.0,2211914.0,459904.0,456084.0,0.0,870584.0,1062195.0,Food & Hospitality,mobile
14352.296680166532,0.0,2175571.0,201717.0,496671.0,0.0,1006001.0,1270070.0,Food & Hospitality,mobile
14527.996768443694,2700.0,1999537.0,208586.0,496671.0,0.0,887907.0,1085958.0,Food & Hospitality,mobile
15271.956390328913,2830.0,2175676.0,247587.0,456084.0,0.0,1005564.0,1269034.0,Food & Hospitality,mobile
13136.032944298597,2550.0,1797861.0,146947.0,496671.0,0.0,525192.0,946549.0,Food & Hospitality,mobile
14725.46172280793,2550.0,2086275.0,158968.0,456084.0,0.0,1004186.0,1268916.0,Food & Hospitality,mobile
13727.328720147398,2860.0,1916569.0,121796.0,456084.0,0.0,643493.0,1130310.0,Food & Hospitality,mobile
14783.565402319762,0.0,2727095.0,733855.0,0.0,0.0,747601.0,1768200.0,Food & Hospitality,mobile
21876.1402663084,2400.0,3041932.0,134842.0,113967.0,0.0,838823.0,2012473.0,Food & Hospitality,mobile
16986.675388621654,1670.0,3957164.0,2556451.0,286342.0,300.0,361312.0,699668.0,Food & Hospitality,mobile
17505.064275916586,450.0,4838563.0,1732521.0,1035194.0,600.0,572396.0,2208278.0,Food & Hospitality,mobile
10565.518128598687,0.0,4771738.0,3480764.0,377627.0,1500.0,397743.0,3300950.0,Food & Hospitality,mobile
19309.940094514983,1800.0,4351374.0,2911727.0,513118.0,900.0,385127.0,765118.0,Food & Hospitality,mobile
13524.943017132173,0.0,3398940.0,2213562.0,259345.0,1180.0,385470.0,87301.0,Food & Hospitality,mobile
50201.24614542288,1520.0,14385217.0,13079206.0,377676.0,910.0,382806.0,10679901.0,Food & Hospitality,mobile
15745.880991592498,0.0,9383447.0,8277211.0,259344.0,1200.0,328313.0,6065450.0,Food & Hospitality,mobile
26134.28542821506,450.0,5826985.0,3156037.0,909667.0,1210.0,588346.0,2198804.0,Food & Hospitality,mobile
786.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,Food & Hospitality,mobile
16767.881997264703,0.0,5361881.0,4205389.0,317778.0,1360.0,328328.0,1993615.0,Food & Hospitality,mobile
783.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,Food & Hospitality,mobile
41011.23464172784,7310.0,6319591.0,1095147.0,273804.0,360.0,1713628.0,2848293.0,Food & Hospitality,mobile
4015.5,0.0,3188045.0,37957.0,1618229.0,600.0,0.0,3012.0,Food & Hospitality,mobile
35433.37222476344,3800.0,5244173.0,701047.0,273813.0,370.0,1539364.0,2808416.0,Food & Hospitality,mobile
35517.46769754729,3450.0,5313903.0,905510.0,273669.0,750.0,1507182.0,2838183.0,Food & Hospitality,mobile
35989.515377034884,3880.0,5538801.0,991477.0,273751.0,450.0,1532167.0,2816592.0,Food & Hospitality,mobile
35844.63574817344,4050.0,5501679.0,962236.0,273751.0,300.0,1531508.0,2811255.0,Food & Hospitality,mobile
36730.74916855496,1950.0,5675261.0,1163800.0,273816.0,300.0,1532158.0,2782985.0,Food & Hospitality,mobile
39536.362689144575,1950.0,6076677.0,1535106.0,273804.0,450.0,1527878.0,2825549.0,Food & Hospitality,mobile
45625.60662776865,14370.0,35252139.0,10158888.0,396621.0,5130.0,3173227.0,1223494.0,Food & Hospitality,mobile
48750.75714858434,14400.0,10618071.0,2297828.0,319423.0,5040.0,3202227.0,1218845.0,Food & Hospitality,mobile
40914.95667743203,15210.0,8318156.0,23017.0,283253.0,5110.0,3238296.0,1219721.0,Food & Hospitality,mobile
62908.461922244125,16550.0,13991409.0,5690983.0,296182.0,5380.0,3238624.0,1218169.0,Food & Hospitality,mobile
43307.80574454715,15080.0,11170033.0,2941138.0,272278.0,5190.0,3144992.0,1109678.0,Food & Hospitality,mobile
43126.774661506926,15530.0,8642645.0,66619.0,235777.0,5340.0,3211381.0,1223195.0,Food & Hospitality,mobile
13491.912683474828,1350.0,1980827.0,197742.0,165384.0,0.0,630879.0,1646802.0,Food & Hospitality,mobile
13152.634122670395,0.0,1832981.0,12307.0,192523.0,0.0,634190.0,1462696.0,Food & Hospitality,mobile
13230.137333295435,2930.0,1878535.0,71054.0,192528.0,0.0,634419.0,1522704.0,Food & Hospitality,mobile
15630.068728022958,1110.0,2790458.0,919394.0,192528.0,0.0,600086.0,2424111.0,Food & Hospitality,mobile
12973.918079037529,0.0,1858047.0,71027.0,165380.0,0.0,640270.0,1526508.0,Food & Hospitality,mobile
37854.62825232266,4950.0,5001712.0,382206.0,86315.0,150.0,1983974.0,2625626.0,Food & Hospitality,mobile
9084.379413922914,990.0,2264758.0,1766418.0,46795.0,0.0,153776.0,393417.0,Food & Hospitality,mobile
13471.327782800065,2340.0,7967032.0,6448362.0,181451.0,300.0,455680.0,706044.0,Food & Hospitality,mobile
12688.079671774973,2100.0,5128017.0,3605366.0,186234.0,300.0,404663.0,706394.0,Food & Hospitality,mobile
13168.491583318915,3600.0,1998238.0,110652.0,163857.0,0.0,688903.0,1092022.0,Food & Hospitality,mobile
14621.14103181323,1950.0,4662010.0,2967421.0,186240.0,300.0,476387.0,707110.0,Food & Hospitality,mobile
44515.6762962896,2400.0,8500377.0,6822517.0,180983.0,150.0,490345.0,706768.0,Food & Hospitality,mobile
765.0,0.0,10863.0,4223.0,0.0,0.0,0.0,0.0,Food & Hospitality,mobile
23701.34585052986,1950.0,5969663.0,4442213.0,197268.0,150.0,431744.0,707052.0,Food & Hospitality,mobile
25834.60924910326,750.0,4168004.0,1564011.0,306930.0,0.0,646059.0,3828824.0,"Health, Beauty & Fitness",mobile
17645.26414505037,1800.0,1667844.0,437060.0,66179.0,0.0,280624.0,867579.0,"Health, Beauty & Fitness",mobile
23843.15656872212,600.0,5626990.0,2056602.0,312681.0,150.0,781487.0,2293987.0,"Health, Beauty & Fitness",mobile
48120.9228937653,1800.0,7456248.0,777898.0,392664.0,0.0,2076445.0,5190114.0,"Health, Beauty & Fitness",mobile
41151.09880766251,0.0,6103342.0,454716.0,366504.0,0.0,1932815.0,3853852.0,"Health, Beauty & Fitness",mobile
42895.99732971047,0.0,6645081.0,1442706.0,366508.0,0.0,1496919.0,3923500.0,"Health, Beauty & Fitness",mobile
37264.74630618684,0.0,5096633.0,236028.0,366481.0,0.0,1526303.0,3782367.0,"Health, Beauty & Fitness",mobile
41652.71939851637,4680.0,6030556.0,333876.0,366508.0,0.0,1933170.0,3918684.0,"Health, Beauty & Fitness",mobile
52378.83167912573,4130.0,8031451.0,271469.0,437466.0,0.0,3016137.0,5968195.0,"Health, Beauty & Fitness",mobile
47525.82940690439,0.0,7042999.0,570091.0,381502.0,0.0,1939439.0,4568203.0,"Health, Beauty & Fitness",mobile
45060.52457223756,0.0,6681047.0,536714.0,381506.0,0.0,1816794.0,4367261.0,"Health, Beauty & Fitness",mobile
33354.46363854117,0.0,6350253.0,394481.0,322236.0,1460.0,1924987.0,4964302.0,"Health, Beauty & Fitness",mobile
43895.74880435639,0.0,7697376.0,786598.0,366614.0,2100.0,2837700.0,6013604.0,"Health, Beauty & Fitness",mobile
25828.72784844985,900.0,4399468.0,598421.0,117857.0,1500.0,1235363.0,2989186.0,"Health, Beauty & Fitness",mobile
26300.312511869222,1050.0,4411165.0,610852.0,117857.0,1250.0,1234398.0,3011005.0,"Health, Beauty & Fitness",mobile
27134.35159012348,0.0,5965592.0,2149863.0,122750.0,1950.0,1253363.0,2932709.0,"Health, Beauty & Fitness",mobile
24133.84765323966,4240.0,6050653.0,254833.0,149624.0,2740.0,1081247.0,4924503.0,"Health, Beauty & Fitness",mobile
28518.306921006355,6150.0,5331027.0,1125550.0,122754.0,2100.0,1300553.0,3252554.0,"Health, Beauty & Fitness",mobile
18311.871610473823,2670.0,3281884.0,1192496.0,164924.0,440.0,374073.0,2274036.0,"Health, Beauty & Fitness",mobile
50550.91896759834,5250.0,7700121.0,1202469.0,1467517.0,450.0,1740345.0,5486818.0,"Health, Beauty & Fitness",mobile
38806.80867052677,5400.0,4762604.0,628115.0,703537.0,150.0,1117326.0,3558521.0,"Health, Beauty & Fitness",mobile
45191.68067537582,410.0,6707881.0,810840.0,1533977.0,450.0,1309616.0,5118499.0,"Health, Beauty & Fitness",mobile
42325.67434915785,4560.0,6502563.0,551711.0,657446.0,470.0,1690186.0,5358578.0,"Health, Beauty & Fitness",mobile
41511.85684152255,5700.0,5594892.0,985776.0,944844.0,300.0,1214362.0,4062010.0,"Health, Beauty & Fitness",mobile
53735.052166410256,0.0,7702900.0,662977.0,1246671.0,0.0,1982354.0,6261491.0,"Health, Beauty & Fitness",mobile
45214.00863325894,150.0,6364408.0,868764.0,1391426.0,450.0,1241520.0,4805290.0,"Health, Beauty & Fitness",mobile
46703.56805530998,750.0,7463153.0,509432.0,1175040.0,300.0,1807287.0,6179731.0,"Health, Beauty & Fitness",mobile
49410.927597124384,0.0,7724795.0,1023495.0,1437463.0,390.0,1800827.0,6077819.0,"Health, Beauty & Fitness",mobile
51147.946849031054,0.0,10501657.0,4099887.0,242983.0,600.0,2672972.0,6366045.0,"Health, Beauty & Fitness",mobile
43486.7650974048,0.0,7725623.0,1703501.0,243206.0,900.0,2163322.0,6052029.0,"Health, Beauty & Fitness",mobile
31818.41391002271,0.0,4644099.0,1468833.0,152444.0,870.0,1040997.0,3214507.0,"Health, Beauty & Fitness",mobile
54798.016076250016,13090.0,21423288.0,835581.0,926192.0,450.0,2807440.0,20130516.0,"Health, Beauty & Fitness",mobile
48353.19556169571,11270.0,7433561.0,399868.0,1084741.0,600.0,2757907.0,6438295.0,"Health, Beauty & Fitness",mobile
37540.79887070337,8700.0,5805880.0,550696.0,977233.0,0.0,1836048.0,4792648.0,"Health, Beauty & Fitness",mobile
43072.47940804647,9600.0,7181737.0,1490423.0,1058126.0,300.0,2025260.0,6269510.0,"Health, Beauty & Fitness",mobile
46933.46001749238,4500.0,8007387.0,172586.0,1142392.0,0.0,3120649.0,7098151.0,"Health, Beauty & Fitness",mobile
40120.77472192385,8700.0,6046412.0,767571.0,977232.0,0.0,1885426.0,5008466.0,"Health, Beauty & Fitness",mobile
40097.71879928744,6780.0,6162544.0,397035.0,1173898.0,0.0,1978269.0,5269454.0,"Health, Beauty & Fitness",mobile
40742.0672524161,8100.0,6796587.0,1297627.0,1028211.0,0.0,1962818.0,5895081.0,"Health, Beauty & Fitness",mobile
35276.80507020853,8550.0,5275551.0,156893.0,977102.0,150.0,1904047.0,4306831.0,"Health, Beauty & Fitness",mobile
19279.63040366092,1510.0,4200027.0,1926891.0,0.0,4590.0,271665.0,162024.0,Government & Public Services,mobile
21020.96416152519,2260.0,4195891.0,1548298.0,87719.0,4770.0,471851.0,163572.0,Government & Public Services,mobile
16709.357213713225,1360.0,3312015.0,1032313.0,0.0,4680.0,265484.0,153662.0,Government & Public Services,mobile
24705.61798360341,2110.0,7193011.0,572216.0,9911.0,4530.0,484110.0,4045645.0,Government & Public Services,mobile
22296.161509150937,2110.0,4940937.0,1020098.0,0.0,4680.0,399727.0,1251664.0,Government & Public Services,mobile
16822.672089279382,1360.0,4504392.0,2179614.0,9911.0,4530.0,270447.0,192413.0,Government & Public Services,mobile
20898.801591722862,1810.0,4431890.0,1794675.0,87711.0,4680.0,391729.0,163573.0,Government & Public Services,mobile
21615.54986024714,1960.0,5892324.0,3223038.0,87732.0,4680.0,390418.0,163573.0,Government & Public Services,mobile
27513.041246921784,9900.0,5251269.0,1341055.0,97531.0,1500.0,1511534.0,2173199.0,Government & Public Services,mobile
33835.65497015325,8700.0,6598607.0,2042569.0,220782.0,390.0,1444479.0,5077600.0,"Health, Beauty & Fitness",mobile
35665.03353431035,2700.0,6073735.0,1365851.0,220782.0,0.0,1466387.0,4295128.0,"Health, Beauty & Fitness",mobile
37344.24012486167,4800.0,6510667.0,1763311.0,220781.0,300.0,1459557.0,4692946.0,"Health, Beauty & Fitness",mobile
35146.5668681876,2400.0,6416763.0,1638642.0,220782.0,0.0,1416640.0,4330713.0,"Health, Beauty & Fitness",mobile
35253.07556156505,4500.0,6249733.0,1670240.0,220782.0,150.0,1431976.0,4460771.0,"Health, Beauty & Fitness",mobile
36545.37173486209,3150.0,6530329.0,1792471.0,220782.0,0.0,1460191.0,4722647.0,"Health, Beauty & Fitness",mobile
36807.8232040908,2850.0,6417538.0,1688059.0,220781.0,150.0,1458856.0,4616848.0,"Health, Beauty & Fitness",mobile
34876.3685876259,3000.0,7052709.0,2582262.0,220782.0,300.0,1371918.0,5271795.0,"Health, Beauty & Fitness",mobile
37573.94078945855,3090.0,6252056.0,1533000.0,220781.0,150.0,1471721.0,4462992.0,"Health, Beauty & Fitness",mobile
13335.212082560303,1290.0,5272746.0,3833729.0,46391.0,300.0,452312.0,776732.0,"Health, Beauty & Fitness",mobile
13414.667570179568,1310.0,5274334.0,3833988.0,46390.0,300.0,456344.0,777518.0,"Health, Beauty & Fitness",mobile
15950.08975232677,900.0,2208486.0,345791.0,46391.0,210.0,547099.0,1488772.0,"Health, Beauty & Fitness",mobile
14309.552777260174,1170.0,7779762.0,6337805.0,46391.0,0.0,453003.0,776226.0,"Health, Beauty & Fitness",mobile
11730.181162051154,1200.0,1833557.0,345353.0,46391.0,110.0,456543.0,1104889.0,"Health, Beauty & Fitness",mobile
13565.866989024766,900.0,2663439.0,461807.0,46391.0,150.0,452964.0,1091007.0,"Health, Beauty & Fitness",mobile
15068.487867720693,780.0,5353812.0,3835818.0,46391.0,160.0,468608.0,848905.0,"Health, Beauty & Fitness",mobile
17567.103023849326,750.0,3077856.0,464252.0,46389.0,0.0,550816.0,1483356.0,"Health, Beauty & Fitness",mobile
13649.993185484387,900.0,7785615.0,6338413.0,46391.0,300.0,457784.0,781961.0,"Health, Beauty & Fitness",mobile
23930.37037351959,0.0,3710214.0,416373.0,120199.0,0.0,1132145.0,3562085.0,Education & Reference,mobile
25199.851893294406,300.0,2890507.0,52940.0,165575.0,0.0,1026145.0,2794277.0,Education & Reference,mobile
25685.538299998072,350.0,4178783.0,631292.0,74164.0,150.0,1279430.0,4010262.0,Education & Reference,mobile
21383.82110845819,300.0,2887641.0,52884.0,165575.0,0.0,1021706.0,2793469.0,Education & Reference,mobile
21771.929706528503,4510.0,3496695.0,467871.0,105455.0,300.0,973024.0,3317495.0,Education & Reference,mobile
23068.36260085605,2320.0,3409072.0,296546.0,29882.0,0.0,1107252.0,3268778.0,Education & Reference,mobile
17935.72124432566,4200.0,3061595.0,332155.0,75892.0,300.0,941347.0,2914860.0,Education & Reference,mobile
40248.088933715146,14030.0,6265155.0,195869.0,49831.0,3030.0,2070970.0,1659467.0,Education & Reference,mobile
32113.86342333685,8400.0,5536723.0,142844.0,49832.0,2700.0,2185626.0,1649037.0,Education & Reference,mobile
32210.55185725705,8550.0,5481485.0,74950.0,49831.0,2700.0,2205112.0,1696382.0,Education & Reference,mobile
32570.397853057875,5400.0,5482758.0,90430.0,49831.0,2700.0,2209019.0,1712457.0,Education & Reference,mobile
32465.048563831293,8550.0,5523805.0,91982.0,49832.0,2700.0,2211163.0,1709786.0,Education & Reference,mobile
33262.769675267635,8400.0,5568674.0,105286.0,49831.0,2700.0,2209898.0,1696578.0,Education & Reference,mobile
30961.630086545105,7800.0,5441654.0,89392.0,49831.0,2700.0,2088832.0,1659060.0,Education & Reference,mobile
32286.837681726945,7930.0,5477018.0,90420.0,49831.0,2700.0,2072675.0,1753441.0,Education & Reference,mobile
30176.1775109732,12830.0,5249108.0,75499.0,49830.0,2880.0,2133068.0,1648393.0,Education & Reference,mobile
32751.12523318231,450.0,5419448.0,64037.0,49831.0,2870.0,2108811.0,1648619.0,Education & Reference,mobile
